"len","sort1","sort2","sorted","sort"
141,"0,000529135399847","0,000223525399633","0,006750598549843","0,001666598836891"
142,"0,000560055801179","0,000226934603415","0,006654601020273","0,001688199699856"
143,"0,000553828799457","0,000230053999985","0,00678600044921","0,001720200816635"
144,"0,000562549200549","0,000237958000798","0,006995398143772","0,001751800300553"
145,"0,000555317399267","0,000244421199022","0,006783199205529","0,001745198096614"
146,"0,000560050801141","0,000241182598984","0,006841999129392","0,001757997961249"
147,"0,000591668601555","0,000240317199496","0,007171198376454","0,001756398705766"
148,"0,000583660996926","0,000240958399081","0,006624401430599","0,001762001193129"
149,"0,000591490001534","0,000246664400038","0,006825200398453","0,00173580046976"
150,"0,000601689600444","0,000251354200009","0,007129399455152","0,00180380011443"
151,"0,000619174995518","0,000272219401086","0,007611799810547","0,001813002745621"
152,"0,000602582599095","0,000273327600735","0,007271200593095","0,001799801248126"
153,"0,00060595979885","0,000270072199055","0,007311801891774","0,001809000968933"
154,"0,000623588000599","0,000268357399909","0,00748940219637","0,001818798773456"
155,"0,000781634599844","0,000334114997531","0,013155999477021","0,002187603968196"
156,"0,000728574798268","0,000298610197206","0,008453198825009","0,001937001070473"
157,"0,00063665320049","0,000279652398604","0,007605200516991","0,001852599962149"
158,"0,000662191199081","0,00030148140213","0,00795840023784","0,001870398409665"
159,"0,000688157801051","0,000278446401353","0,007831199036445","0,001888400583994"
160,"0,000679581398435","0,000284459401155","0,011868397996295","0,005179599975236"
161,"0,000693999198847","0,000306829402689","0,008243200136349","0,002076798409689"
162,"0,000696013798006","0,000300107801741","0,007942998490762","0,001934997271746"
163,"0,000695224199444","0,000292614800856","0,007821198960301","0,001962800160982"
164,"0,000707627998781","0,000310049601831","0,00802639988251","0,001963200338651"
165,"0,000723521600594","0,00030181260081","0,012019599671476","0,00200279901037"
166,"0,00072200440045","0,000288653801545","0,008021001121961","0,001940201036632"
167,"0,000731013197219","0,00032270100055","0,008158599666785","0,001990000600927"
168,"0,000737263800693","0,000315751801827","0,008107001485769","0,001961599627975"
169,"0,00073516539851","0,000321708798583","0,008251200779341","0,0019943996449"
170,"0,000742370600346","0,000321847399755","0,008218198490795","0,00202579976758"
171,"0,000759388601","0,000326885400864","0,008163799066097","0,002014999336097"
172,"0,000777499201649","0,000333947798936","0,008618998981547","0,002074800431728"
173,"0,000770008201653","0,000337282400869","0,008265201176982","0,002018998202402"
174,"0,000773212000786","0,000327144000039","0,008424000407103","0,002061598934233"
175,"0,000802114000544","0,000347622200206","0,00867820053827","0,002090599446092"
176,"0,000802752000163","0,000505920000433","0,014036399079487","0,00338539830409"
177,"0,000857562402962","0,000344549601141","0,009702400711831","0,002193399996031"
178,"0,00089227839926","0,000372980198881","0,009429201600142","0,002181802119594"
179,"0,000841159600532","0,000363949398161","0,009300201782025","0,002203199255746"
180,"0,000845091602241","0,000365055401926","0,008749403059483","0,002114599919878"
181,"0,000844889601285","0,000361455598613","0,008826999692246","0,002123798185494"
182,"0,000854860598338","0,000365283201972","0,009097800648306","0,002156601112802"
183,"0,000860912998905","0,000365575599426","0,009208802657668","0,002208197838627"
184,"0,000876120800967","0,000373187799414","0,009400601265952","0,002189198858105"
185,"0,000884226399648","0,000380151398713","0,009496200073045","0,0022024003556"
186,"0,000889239799289","0,000363259000005","0,009155602310784","0,002177999704145"
187,"0,000898496198351","0,000388884000131","0,009647799015511","0,002218599547632"
188,"0,00091338600032","0,000388435198693","0,00977619929472","0,002325199602637"
189,"0,00090535760246","0,000394831399899","0,009652601147536","0,002268799289595"
190,"0,000918893002381","0,000413006998133","0,009720599337015","0,002274797589052"
191,"0,000938663000125","0,000405302598665","0,00946100190049","0,005876400973648"
192,"0,001062129798811","0,000475625798572","0,016315600078087","0,004303400055505"
193,"0,0009977188005","0,000421607999306","0,011414197797421","0,003408401971683"
194,"0,000958020998223","0,000405847599905","0,009952000982594","0,002300599589944"
195,"0,000973690599494","0,000419807799335","0,010065200331155","0,002328198752366"
196,"0,000981242199487","0,000420168202254","0,010275600652676","0,002346599649172"
197,"0,000978832399414","0,000462408801832","0,010753601964098","0,00240379886236"
198,"0,001206327001273","0,00052820219862","0,013172200124245","0,002831000892911"
199,"0,001115761198162","0,000418191800418","0,011002397513948","0,00243519898504"
200,"0,00101446119952","0,000439689200721","0,010403399937786","0,002471600600984"
201,"0,001033442598418","0,000440426598652","0,01099700020859","0,003794800431933"
202,"0,001030827801151","0,000432395200187","0,01028360275086","0,002413200854789"
203,"0,001045157200133","0,000441428601334","0,010416998702567","0,00249560107477"
204,"0,001161341798434","0,000429639199865","0,010892600403167","0,002473198401276"
205,"0,001293038998847","0,000738691799052","0,015924002218526","0,003360399568919"
206,"0,001110135401541","0,000452730401594","0,011324397928547","0,002513798244763"
207,"0,001085358197452","0,000682887199218","0,01257640105905","0,003695201303344"
208,"0,002018969200435","0,00092244700063","0,019064398657065","0,003864798054565"
209,"0,002357802599727","0,000975308998022","0,020024001423735","0,00527779920958"
210,"0,002343724598177","0,000956986399251","0,019394399714656","0,00526039802935"
211,"0,002343737399497","0,00100229740201","0,019466599042062","0,005272198177408"
212,"0,002342806200613","0,000910655599728","0,018179400649387","0,004618400998879"
213,"0,001678219399764","0,000588750200404","0,014350400306285","0,002896200749092"
214,"0,001519948200439","0,000499598799797","0,012632799916901","0,002902600681409"
215,"0,001187972801563","0,000487804999284","0,011969399929512","0,002637799479999"
216,"0,001346114199259","0,000494856399018","0,012163001520094","0,002641198807396"
217,"0,001184786000522","0,000504896999337","0,011293200077489","0,002587998460513"
218,"0,001188896599342","0,000497875199653","0,011462399561424","0,002630802919157"
219,"0,001221439000801","0,00057154759852","0,015498799621128","0,002876002690755"
220,"0,001392372799455","0,000517243598006","0,012074802361894","0,002649400266819"
221,"0,001237980200676","0,000542001803115","0,011955000809394","0,002686600782909"
222,"0,001236587799212","0,000516508400324","0,011739598994609","0,00268360163318"
223,"0,001258593400416","0,000528941198718","0,011955801164731","0,002695999864955"
224,"0,001236029200663","0,000525583200215","0,011646398343146","0,002643998595886"
225,"0,001268262200756","0,000524699398375","0,012182598584332","0,002717399911489"
226,"0,001275329000782","0,000536849800847","0,012095599959139","0,002694201248232"
227,"0,001276257001155","0,000546877399029","0,013583399413619","0,003041801392101"
228,"0,001311763598642","0,000540952400479","0,012652199075092","0,002782397496048"
229,"0,001322457801143","0,000538248803059","0,012547998630907","0,002760601637419"
230,"0,001317273601308","0,000545000600687","0,016120800864883","0,002859799133148"
231,"0,001317097399442","0,000549225600844","0,012656599574257","0,002827000571415"
232,"0,001343671201903","0,00055740300013","0,012269000581","0,002772996958811"
233,"0,001355066998804","0,000560183201742","0,012539801537059","0,002814999606926"
234,"0,001428563798254","0,000579756799561","0,01349240046693","0,00283679983113"
235,"0,001364619201922","0,000570426801278","0,01272700028494","0,002841197419912"
236,"0,001413210800092","0,000591479799186","0,012908599455841","0,002896800287999"
237,"0,001386515598279","0,000593811596627","0,013067998224869","0,00292759941658"
238,"0,001416053999856","0,000594579800963","0,012733801850118","0,002871800097637"
239,"0,00140350000147","0,000598505201924","0,012730601883959","0,002892198972404"
240,"0,001437583197549","0,00060180399887","0,012861400318798","0,002895401848946"
241,"0,001503877200594","0,000742985200486","0,013695600500796","0,002977201074827"
242,"0,001502049400005","0,000600321599632","0,0137002003612","0,003021401062142"
243,"0,001482323001255","0,000622248799482","0,01343499898212","0,002904798020609"
244,"0,001508303800074","0,000612989001093","0,013409199891612","0,002992800727952"
245,"0,001506147600594","0,000627161799639","0,016162800602615","0,002966997271869"
246,"0,001516850000189","0,000641384199844","0,013508601114154","0,00297899969155"
247,"0,001515256597486","0,000628914000117","0,0135007998324","0,002964801387861"
248,"0,001531523396261","0,000639430398587","0,013356601994019","0,00299360108329"
249,"0,001551945401297","0,000643369001045","0,013403200136963","0,002996198600158"
250,"0,001548797999567","0,000638864201028","0,013656001829077","0,003040999581572"
251,"0,001571651600534","0,000650788399798","0,013780000153929","0,003061997995246"
252,"0,00156264440011","0,000648447200365","0,013906598906033","0,00308160088025"
253,"0,001587790600024","0,000661211198894","0,014094600919634","0,003071199171245"
254,"0,001619243198365","0,000649385800352","0,01370279933326","0,003042799653485"
255,"0,001615265999862","0,000667521399737","0,015230602002703","0,003125802322757"
256,"0,001618094001606","0,000648356397869","0,014544399164151","0,003208802081645"
257,"0,001632359597716","0,00067438360129","0,015179000911303","0,003324999124743"
258,"0,00164996280073","0,000680996998562","0,01411000121152","0,003253000613768"
259,"0,001652087799448","0,0006937750004","0,014613200619351","0,003255599585827"
260,"0,001683918797062","0,000715335400309","0,014623199240305","0,003253201430198"
261,"0,001683978401707","0,000721552201139","0,018085601914208","0,003305998689029"
262,"0,001682178599003","0,000701092999952","0,014558796829078","0,003207998815924"
263,"0,001719213400793","0,000687148400175","0,015057399286889","0,003398601256777"
264,"0,001718569999503","0,000714049799717","0,018486198678147","0,003332398773637"
265,"0,001725161202194","0,000714704800339","0,015491801605094","0,003468200156931"
266,"0,001734688000579","0,000737912199111","0,014708399248775","0,003331601328682"
267,"0,001759816598496","0,000733795799897","0,015297398203984","0,003412799560465"
268,"0,001788862799003","0,000721914201858","0,015735802298877","0,003473802644294"
269,"0,001798036601394","0,000741161000042","0,016089800919872","0,003450199437793"
270,"0,001816482401046","0,000765362000675","0,015664199599996","0,003497999568935"
271,"0,001819330398575","0,000736672399216","0,015802400594112","0,003444797766861"
272,"0,001819504998275","0,000748141200165","0,015603400242981","0,003565599035937"
273,"0,001839831400139","0,000741279801878","0,015686400001869","0,003495399141684"
274,"0,001858250402438","0,000771254200663","0,015461198927369","0,003490000381134"
275,"0,001858653599629","0,000780697001028","0,016065599629656","0,003553400165401"
276,"0,001885776198469","0,000764582199918","0,015623999934178","0,003491800453048"
277,"0,001912859801087","0,000768872801564","0,016554401372559","0,003651401493698"
278,"0,001897336797265","0,000782940800127","0,015896797413007","0,003575401206035"
279,"0,001911911201023","0,000806117599132","0,016069399134722","0,003587000537664"
280,"0,001924266800052","0,000798970602045","0,016245400183834","0,003623199881986"
281,"0,001933355399524","0,000787358000525","0,016386200150009","0,003732201003004"
282,"0,001963656600856","0,000814786599949","0,016226401203312","0,00359940022463"
283,"0,001973660200019","0,000807239401911","0,016709398187231","0,00373259827029"
284,"0,001990869399742","0,000829039198288","0,016320799477398","0,003630199353211"
285,"0,0019888307972","0,000823564200255","0,016184599371627","0,003636398469098"
286,"0,002012513001682","0,000825919398631","0,016296799003612","0,003691000165418"
287,"0,002018599800067","0,000810396201268","0,016512202273589","0,003747204027604"
288,"0,002041461000044","0,000844142198912","0,016839597083163","0,003838003613055"
289,"0,002054391999263","0,000833922399033","0,016797799617052","0,003726598515641"
290,"0,002078255600645","0,0008623902002","0,017334798758384","0,003825200838037"
291,"0,0020962642011","0,00085993319808","0,016944801609498","0,0037104007788"
292,"0,002098602800106","0,000864407200424","0,017186798504554","0,003869201464113"
293,"0,002114610199351","0,000877243001014","0,017340599151794","0,003899799776264"
294,"0,002124044801167","0,000944204401458","0,022890800028108","0,004248201730661"
295,"0,002257531200303","0,000890082400292","0,018506599008106","0,004001602064818"
296,"0,002147388401499","0,00088433559722","0,017870002193377","0,003918599395547"
297,"0,002149668599304","0,000870608398691","0,017881000530906","0,003988000389654"
298,"0,002170668801409","0,000870916403073","0,017743599892128","0,003952199767809"
299,"0,002174813198508","0,000885290199949","0,017804998788051","0,003924200427718"
300,"0,002175340001122","0,000901613802125","0,017971200577449","0,003997799649369"
301,"0,002194240999233","0,000920352598769","0,01802780025173","0,003943001502194"
302,"0,002222932998848","0,000906172802206","0,017883598047774","0,003986198862549"
303,"0,002235337599996","0,000956439798756","0,018031999934465","0,003992799611297"
304,"0,002246255202044","0,000927889000741","0,018490399816074","0,004176399670541"
305,"0,002271764400939","0,00093977819779","0,01837820163928","0,004047800030094"
306,"0,002281856200716","0,000934121999308","0,01787160144886","0,003977800952271"
307,"0,002284312600386","0,000923095201142","0,018310597806703","0,004072002775501"
308,"0,002331586000219","0,000949468600447","0,018507201457396","0,004120798257645"
309,"0,002337610001268","0,000951742602047","0,018293599714525","0,004123999678995"
310,"0,002348299000005","0,000967561798461","0,018801000260282","0,004116400668863"
311,"0,002360743799363","0,000972828399972","0,018928600184154","0,004117800563108"
312,"0,002360477201","0,000965123999049","0,018537801224738","0,004110204463359"
313,"0,00272761840024","0,001010832599422","0,021145399659872","0,00424739846494"
314,"0,00242849879869","0,000984092197905","0,019148200226482","0,00419420102844"
315,"0,002412916401227","0,000984912198328","0,019176202476956","0,004221603740007"
316,"0,002440594001382","0,001002154001617","0,019098800839856","0,004277002881281"
317,"0,002452197601087","0,000980500801234","0,019542999507394","0,004314398393035"
318,"0,002449789398815","0,001005678198999","0,01932560116984","0,004260400601197"
319,"0,002467558800709","0,001018989601289","0,01979939697776","0,004335599078331"
320,"0,002477795002051","0,001002047001384","0,019525000243448","0,004421400080901"
321,"0,002500782998686","0,001027602198883","0,019695199443959","0,00431579828728"
322,"0,002526635398681","0,001019314599398","0,019736999820452","0,004411400004756"
323,"0,002517881001404","0,001023700200312","0,020462198881433","0,004178000381216"
324,"0,002553251401696","0,001050205800857","0,020120199769735","0,004419800825417"
325,"0,002574224999989","0,001060775401129","0,020233797840774","0,004474598972593"
326,"0,002578924200498","0,001059428800363","0,02016439975705","0,004412799899001"
327,"0,002629246999277","0,001051134399313","0,019828001677524","0,004394601273816"
328,"0,002606695401482","0,001079415601271","0,020237200078555","0,004428000829648"
329,"0,002615779600455","0,001090272200236","0,020656600827351","0,004583600093611"
330,"0,00263261559885","0,00110518559959","0,02061400009552","0,004550801531877"
331,"0,002668429599726","0,001090692800062","0,020651600789279","0,004440800694283"
332,"0,002688114601187","0,001109074601845","0,020677797147073","0,004488400008995"
333,"0,002705475599214","0,001111489399045","0,024890998611227","0,007353001274169"
334,"0,002712619799422","0,00109503959975","0,020825598039664","0,004558399086818"
335,"0,002743028799887","0,001120640002773","0,020888401195407","0,0046487984946"
336,"0,002761873598502","0,001118842000142","0,020475802011788","0,004540800000541"
337,"0,002779357801774","0,00113208440016","0,021496000408661","0,004623200220522"
338,"0,002798830199754","0,00112336200109","0,021321400708985","0,004644798173103"
339,"0,002794509800151","0,001129467200371","0,021192799613346","0,004656800592784"
340,"0,002812444600568","0,001126807399851","0,021201801428106","0,004693600931205"
341,"0,00283355099964","0,001151520000712","0,021267202100717","0,004733199602924"
342,"0,002856907800015","0,001153302000603","0,021640399063472","0,004746799822897"
343,"0,002895531598188","0,001147561197286","0,022083801741246","0,004787399666384"
344,"0,002877640799852","0,001164603998768","0,021453200315591","0,004686399188358"
345,"0,002911060600309","0,001167969801463","0,021953402028885","0,004786401404999"
346,"0,002921332402912","0,001197506798781","0,022151001030579","0,004690600326285"
347,"0,002968639000028","0,001194221600599","0,022311802604236","0,004839600296691"
348,"0,002981128398096","0,001418801798718","0,027781201060861","0,004837999586016"
349,"0,00316489120014","0,001211620801769","0,023262000468094","0,004896798054688"
350,"0,003014241800702","0,001208327000495","0,026689800142776","0,004867601091973"
351,"0,003000949200941","0,001240758800122","0,022932999127079","0,005122201400809"
352,"0,003031014800945","0,001221273600822","0,029098000959493","0,00524919887539"
353,"0,003040702600265","0,001239556400105","0,022185199486557","0,004997602081858"
354,"0,003060919401469","0,001247479600715","0,022655999055132","0,004786399949808"
355,"0,003085079400626","0,001230633399973","0,022467397502624","0,00493899860885"
356,"0,003097593800339","0,001260482401995","0,023124800645746","0,005110798520036"
357,"0,003111235199322","0,001248356600991","0,023376000171993","0,005113802035339"
358,"0,00314127580059","0,001267375401221","0,03018360293936","0,004959398938809"
359,"0,003130479401443","0,001295724998636","0,023167402832769","0,005155199323781"
360,"0,003148991199851","0,00128612099943","0,0301057996694","0,007887199171819"
361,"0,003203078398656","0,001306228600151","0,023908798175398","0,005129599594511"
362,"0,003203103000124","0,001288579399989","0,0237668005866","0,005171001248527"
363,"0,003201794999768","0,001282786400407","0,023272799444385","0,005143402086105"
364,"0,003239328999189","0,001298706000671","0,023590000637341","0,005077999958303"
365,"0,003260594600579","0,001305880799191","0,023686999338679","0,005227800284047"
366,"0,003254476201255","0,001322553999489","0,027014801162295","0,005253400013316"
367,"0,003273874800652","0,001346423399809","0,023566403251607","0,005204199987929"
368,"0,003309890600212","0,001328430601279","0,024164402566385","0,005117600085214"
369,"0,003332107800816","0,001354333601194","0,024288399436046","0,005516798410099"
370,"0,003327471601369","0,001354151999112","0,029250798979774","0,008589601202402"
371,"0,00364060360007","0,001368319598259","0,025450201064814","0,005489800241776"
372,"0,003390870400472","0,001360651402501","0,024887001200114","0,005391801823862"
373,"0,003418515602243","0,001373451000836","0,024118601868395","0,005323000368662"
374,"0,003397165199567","0,001405541600252","0,024691200815141","0,005293001595419"
375,"0,003431613801513","0,001398460600467","0,024933199165389","0,005423199036159"
376,"0,003449961199658","0,0013912341994","0,024360399402212","0,005325599340722"
