"len","sort1","sort2","sorted","sort"
1415,"0,051547825802118","0,01849660739972","0,146006800059695","0,03425140021136"
1416,"0,051241141201172","0,018733900799998","0,144905998604372","0,033761597296689"
1417,"0,051553379601683","0,018640332197538","0,14337080065161","0,033592998806853"
1418,"0,051420787199459","0,018418125598691","0,145138399966527","0,033748400164768"
1419,"0,051705394199235","0,018381426398992","0,14616200060118","0,033776600321289"
1420,"0,05173024419928","0,018737217999296","0,152548801270314","0,033841200638563"
1421,"0,052285300401854","0,018655523599591","0,145623798016459","0,033690599957481"
1422,"0,051914153598773","0,018874004397367","0,144761797855608","0,034024400520139"
1423,"0,052251799800433","0,018857958400622","0,146018000668846","0,034139001218136"
1424,"0,051955138998164","0,018747234599141","0,146576401311904","0,034106599923689"
1425,"0,052225321398873","0,018917626001348","0,144501999602653","0,033913801598828"
1426,"0,052505391399609","0,01892192360101","0,146029998722952","0,03414879902266"
1427,"0,05238201039756","0,018789641599869","0,153476400009822","0,034048799716402"
1428,"0,052654676401289","0,018679130199598","0,146779201168101","0,034104600490537"
1429,"0,052577118000772","0,019012851400476","0,146070000482723","0,033974197867792"
1430,"0,052453916400555","0,018877776998852","0,14614159881603","0,034197000786662"
1431,"0,053944651001075","0,019021914598125","0,147543800994754","0,034422602038831"
1432,"0,053042698398349","0,018909029600036","0,148718600394204","0,034222002432216"
1433,"0,052395820598758","0,018913998200151","0,14618739951402","0,033970199001487"
1434,"0,052990755198698","0,019184109001071","0,147621599899139","0,034209001751151"
1435,"0,052812425597222","0,01902961700107","0,15563659981126","0,034597399644554"
1436,"0,053030792197387","0,019250412799011","0,166665598226246","0,034422399767209"
1437,"0,052935984598298","0,01905663159996","0,156352399790194","0,034439598675817"
1438,"0,05310960420029","0,019085331799579","0,148091799928807","0,034375600807835"
1439,"0,052985882599023","0,01904890119913","0,155398200149648","0,034408799547237"
1440,"0,053544436598895","0,019374149199575","0,147513598494697","0,034397801209707"
1441,"0,05307049319963","0,019172066201281","0,148650599294342","0,034562998916954"
1442,"0,053487423397019","0,019044739399396","0,148631799675059","0,034712598426268"
1443,"0,053112523599702","0,019339903799119","0,148326797352638","0,03470660012681"
1444,"0,053660267000669","0,019232088202261","0,147613398439717","0,034262001281604"
1445,"0,053402157800156","0,019413748398074","0,148827397788409","0,034625599801075"
1446,"0,053968961599458","0,01917311460129","0,162478200218175","0,034647800202947"
1447,"0,05340454899997","0,01932302419882","0,149370997678489","0,041525601409376"
1448,"0,053303545199742","0,018952035199618","0,162682001246139","0,0350221991539"
1449,"0,053013725001074","0,019296002599003","0,14885239652358","0,034670998866204"
1450,"0,05353714840021","0,019299273999059","0,149105599848554","0,034602798405103"
1451,"0,053956946801918","0,019576147399494","0,14931180048734","0,035319398739375"
1452,"0,054225110600237","0,019325768599811","0,149080599658191","0,034818401036318"
1453,"0,054018281400204","0,01952566139953","0,158099399413914","0,034819600114133"
1454,"0,05450174100115","0,019279339999775","0,150662599480711","0,034990001586266"
1455,"0,053753828202025","0,019518612400862","0,149806799890939","0,034920798498206"
1456,"0,054624120796507","0,021402616200794","0,157318798301276","0,034766401222441"
1457,"0,054300005998812","0,019604254998558","0,150263801333494","0,044251797953621"
1458,"0,054646597600367","0,019913271600672","0,152019801316783","0,035294999543112"
1459,"0,054365472198697","0,019603687600466","0,149550598871429","0,034898999729194"
1460,"0,054841267201118","0,01956826979731","0,150557800952811","0,034923202474602"
1461,"0,054583533199912","0,019700518601167","0,150173799192999","0,035145599395037"
1462,"0,055662279600801","0,019694057801098","0,151102601375896","0,035190598282497"
1463,"0,054978314398613","0,019918316001713","0,150403799489141","0,035059203219134"
1464,"0,055500645803113","0,019985480402829","0,160838999727275","0,035336200380698"
1465,"0,055189694801811","0,019904809798754","0,151349000225309","0,035358198510949"
1466,"0,055510081601096","0,019562138000038","0,150432401278522","0,034872199466918"
1467,"0,054205236000416","0,019351203000406","0,161728000966832","0,037001802411396"
1468,"0,055191098399519","0,019886010198388","0,151231803465635","0,035313000262249"
1469,"0,055317194998497","0,019760775001487","0,157364798360504","0,038557998777833"
1470,"0,055771496001398","0,020023973599018","0,150906799535733","0,035207999462728"
1471,"0,055197683999722","0,019932643201901","0,152265396900475","0,035271600063425"
1472,"0,055674142399221","0,020135399601713","0,159374602662865","0,042576796840876"
1473,"0,05549929960107","0,019989864400122","0,157979398500174","0,035413198929746"
1474,"0,056261263598572","0,019939301001432","0,151957997877616","0,035439599014353"
1475,"0,055555751599604","0,02019835520041","0,153768199379556","0,035917801142205"
1476,"0,056016550000641","0,019951296599174","0,172742399445269","0,035593000939116"
1477,"0,056279959801759","0,020560068600753","0,152553000953049","0,035628001205623"
1478,"0,056961281198892","0,020181579001655","0,173868401907384","0,045716598106083"
1479,"0,056179349600279","0,020183535398974","0,162219200865366","0,035713803663384"
1480,"0,056660002797435","0,020383783600119","0,159997200535145","0,035606400342658"
1481,"0,056415195399313","0,020252095600881","0,161665200721473","0,045202400360722"
1482,"0,056845709601475","0,020315152200055","0,160528798005544","0,035697601560969"
1483,"0,056492758402601","0,020356110599823","0,153574798605405","0,035790000401903"
1484,"0,056891480599006","0,020410433800134","0,153119800961576","0,035905397089664"
1485,"0,056710746999306","0,020519459601201","0,152656798309181","0,035814401053358"
1486,"0,057144198199967","0,020472162599617","0,164294400019571","0,035745599598158"
1487,"0,056560686198645","0,020554945600452","0,153870998474304","0,042979799036402"
1488,"0,057403145200806","0,02063075999904","0,15463520103367","0,036198801535647"
1489,"0,056849490999593","0,020600632400601","0,154322400339879","0,036062799335923"
1490,"0,057578401399951","0,020401695600594","0,152934200013988","0,035617199318949"
1491,"0,057170961197699","0,020633363201341","0,163953196897637","0,036162798642181"
1492,"0,057468498997332","0,020724979400984","0,154550398292486","0,036027998430655"
1493,"0,05712646900065","0,020562758602318","0,161486201977823","0,036021598498337"
1494,"0,057515540200984","0,020532006800932","0,154377000581007","0,036054998054169"
1495,"0,057031087200448","0,020308286198997","0,154943802044727","0,035945400304627"
1496,"0,057241376602906","0,02062850939983","0,15490199875785","0,036077199911233"
1497,"0,056958926597145","0,020750251199934","0,160204600251745","0,047765600902494"
1498,"0,05783540160046","0,020792750200781","0,154970999574289","0,036218200693838"
1499,"0,057813995801553","0,020581223597401","0,16279880219372","0,036124800681137"
1500,"0,058312998199836","0,020859409001423","0,156586998491548","0,036489199555945"
1501,"0,058212305800407","0,020745209598681","0,155048999295104","0,036284001544118"
1502,"0,058008203799545","0,021003345400095","0,155345801613294","0,037475398858078"
1503,"0,057808723201742","0,020770143999835","0,155322399223223","0,036222998460289"
1504,"0,058116973401047","0,020733474401641","0,156882598821539","0,036442396230996"
1505,"0,057936365999922","0,020981891997508","0,155973597429693","0,03632860025391"
1506,"0,05886747379991","0,020838465202542","0,15668960113544","0,036364801053424"
1507,"0,057723503999296","0,020737379799539","0,15599459875375","0,043550999544095"
1508,"0,058681088199955","0,021312335200491","0,164426397532225","0,036520200956147"
1509,"0,058581659398624","0,021053201600444","0,173907598946244","0,039644600474276"
1510,"0,058924042801664","0,021122774400283","0,157079599739518","0,036679198092315"
1511,"0,058454849998816","0,021221538800455","0,156501999299508","0,036464200820774"
1512,"0,058843955001794","0,021121463601594","0,157238398969639","0,036721598007716"
1513,"0,058559663400229","0,021208659399417","0,165638200996909","0,036823200935032"
1514,"0,059449772599328","0,021286637998128","0,163856998551637","0,036692799767479"
1515,"0,059028426601435","0,021269111399306","0,174293799500447","0,036572800308932"
1516,"0,059648164200189","0,021350192601676","0,160651802434586","0,036789001023863"
1517,"0,059172454198415","0,02160207980196","0,176056200871244","0,036617799196392"
1518,"0,059571837399562","0,021246203601186","0,157075001334306","0,036399801319931"
1519,"0,059402346600837","0,02126678259956","0,156639600754716","0,036733999149874"
1520,"0,059556662797695","0,021194976201514","0,173758399614599","0,037007800710853"
1521,"0,059281215800729","0,021342116198503","0,158773199655116","0,044842201168649"
1522,"0,059681333800836","0,021427615001449","0,166734601953067","0,037130998680368"
1523,"0,059381936000136","0,021348806400783","0,159586800145917","0,03835200186586"
1524,"0,059661500802031","0,021282857000188","0,166435199207626","0,039699797343928"
1525,"0,059249551000539","0,021405943397258","0,157994202163536","0,036816397914663"
1526,"0,059792424402258","0,021501255600015","0,158203799219336","0,03690219600685"
1527,"0,059233682799095","0,02160271939938","0,159230797726195","0,036754198663402"
1528,"0,060031346000324","0,021548103199166","0,169618599466048","0,037074799183756"
1529,"0,060042425600113","0,021627536800224","0,16395060083596","0,036984801408835"
1530,"0,060525719802536","0,021535833200323","0,159912000526674","0,037220999365673"
1531,"0,060028763199807","0,02170269539929","0,166232799529098","0,03708820004249"
1532,"0,060684338600549","0,02157416039845","0,165735998598393","0,037175201578066"
1533,"0,060202344800928","0,022010514998692","0,158822200319264","0,037093200080562"
1534,"0,060538770598942","0,021743263800454","0,159609400725458","0,036992598325014"
1535,"0,060351349601115","0,021751284200582","0,15994979912648","0,037328399776016"
1536,"0,060734055801004","0,021559374200297","0,172017198929098","0,037567201070488"
1537,"0,060500842398324","0,021983006999653","0,161111202032771","0,037565601815004"
1538,"0,061575777600228","0,021774512001139","0,168540402955841","0,037226398126222"
1539,"0,060594784798741","0,021890581998741","0,161544799630065","0,037655999767594"
1540,"0,061083420203067","0,021993424399989","0,15994720015442","0,03727599978447"
1541,"0,060683833598159","0,021826827600307","0,160307998885401","0,037385200266726"
1542,"0,061328864999814","0,021863157798362","0,168552799732424","0,03725019923877"
1543,"0,060975576400233","0,021936997000012","0,161713000852615","0,037490199611057"
1544,"0,061575296601222","0,022160753000935","0,161221601592843","0,045682399650104"
1545,"0,061088436201681","0,022028211198631","0,162265400285833","0,037672600592487"
1546,"0,061727371800225","0,02218668479909","0,1617563990294","0,044675999379251"
1547,"0,061419599398505","0,02191957859759","0,171665000380017","0,037616200279445"
1548,"0,062031067798671","0,022196181799518","0,161436402413528","0,037581198557746"
1549,"0,061750047600071","0,022429265001847","0,169013199047185","0,037766197056044"
1550,"0,062253234400123","0,022401292597351","0,161242400645278","0,037362799048424"
1551,"0,061820683399856","0,022511790800491","0,167518197849859","0,03757520171348"
1552,"0,06227885579865","0,022325862398429","0,162566000653896","0,038022801163606"
1553,"0,061781859399343","0,022193931801303","0,178978600888513","0,037795200478286"
1554,"0,062297800798842","0,022316564200446","0,163067602261435","0,038308999501169"
1555,"0,061927739396924","0,022327361600765","0,166025798534974","0,042856798972935"
1556,"0,062399310999899","0,022456328800763","0,16341300070053","0,045168798533268"
1557,"0,062377110398666","0,022655412001768","0,170938798692077","0,038014398887754"
1558,"0,065060598601122","0,022622880400741","0,173901401285548","0,037934999272693"
1559,"0,062496548201307","0,022435481401044","0,162992400873918","0,037732797500212"
1560,"0,063139464198321","0,022457618397311","0,172696600202471","0,037980999331921"
1561,"0,062805806599499","0,022733631799929","0,163768000493292","0,038303399924189"
1562,"0,063068577800004","0,022381391802628","0,162870399071835","0,038096400385257"
1563,"0,062608520599315","0,022657247002644","0,161709998792503","0,038606999441981"
1564,"0,063251299000695","0,022940139200364","0,165225198725238","0,038447001134046"
1565,"0,062920610398578","0,022793674601417","0,177942999289371","0,038113600749057"
1566,"0,063653690998035","0,022821086998738","0,171375600621104","0,046465199557133"
1567,"0,063142906199209","0,022971330001019","0,178578800114337","0,037990399869159"
1568,"0,06366338559892","0,022879753599409","0,163105399406049","0,037970599078108"
1569,"0,063360107599874","0,022894929801987","0,163469801191241","0,038078402576503"
1570,"0,064409130599233","0,022816700999101","0,165358200320043","0,038444799429271"
1571,"0,063826023400179","0,022932374401717","0,180505000753328","0,038410599518102"
1572,"0,063872903601441","0,023001008002029","0,173606800672133","0,038597801176366"
1573,"0,063573025396909","0,022815661001369","0,164169598428998","0,03841460129479"
1574,"0,063796596199973","0,022824543599563","0,165440599084832","0,038603799475823"
1575,"0,063505838999117","0,023145943999407","0,165912402735557","0,045615999260917"
1576,"0,064278985199053","0,023128271198948","0,164820801001042","0,038359002792277"
1577,"0,064019309799187","0,02305568279844","0,169761800498236","0,038779999886174"
1578,"0,064526224401197","0,023006891003752","0,165732199093327","0,038636199315079"
1579,"0,063971453199338","0,023360509800841","0,164384001982398","0,038389198016375"
1580,"0,066470916797698","0,023133085202426","0,164733598649036","0,038574400241487"
1581,"0,063863092601241","0,023206973799097","0,174398599483538","0,042427000880707"
1582,"0,064596088601684","0,022881229598716","0,16986279952107","0,038461400254164"
1583,"0,064161976397736","0,022969665798883","0,174732803134248","0,038484198739752"
1584,"0,064712348602188","0,023243852997257","0,177949997305404","0,038839799526613"
1585,"0,064492004399654","0,022981093201088","0,17275599821005","0,038560999382753"
1586,"0,064950666400546","0,023171233000176","0,166251399787143","0,038738001603633"
1587,"0,06503776399768","0,023127714199654","0,166784999601077","0,038742797914893"
1588,"0,065351614599058","0,023439008402056","0,166501598141622","0,038919599319343"
1589,"0,065710644799401","0,023419679798826","0,166665800497867","0,038807597593404"
1590,"0,065390280997963","0,023414287599735","0,173849001294002","0,03860739961965"
1591,"0,065304092802398","0,023373939997691","0,167558800603729","0,0389685985283"
1592,"0,066001156598213","0,023438109998824","0,167934400087688","0,038773599953856"
1593,"0,065241588800564","0,023644990802859","0,178209001023788","0,038884399691597"
1594,"0,065982989799522","0,02351539000083","0,165960199956317","0,038690799556207"
1595,"0,065640453598462","0,023580653998943","0,175629800651223","0,038777002191637"
1596,"0,066055741002492","0,023435752198566","0,167862002854236","0,039029600156937"
1597,"0,06535782719875","0,023675918800291","0,16664499999024","0,039095601823647"
1598,"0,066190235401155","0,023707358399406","0,176489001023583","0,046050199307501"
1599,"0,065785169800802","0,023995902799652","0,168586600921117","0,049354402290192"
1600,"0,066298822000681","0,023897526400106","0,165695000032429","0,038840599881951"
1601,"0,066273878799984","0,023578722598904","0,175391997618135","0,039188000664581"
1602,"0,066374306399666","0,023823848999746","0,169230399478693","0,039384796400555"
1603,"0,066012729599606","0,023788005798997","0,169606201234274","0,039717399340589"
1604,"0,066686327003117","0,023866402599379","0,176587600435596","0,046392201329582"
1605,"0,066154839798401","0,023838532599621","0,17994639929384","0,039465801091865"
1606,"0,066807601397159","0,023832294200838","0,172547601687256","0,042778799252119"
1607,"0,066658176397323","0,024021656399418","0,184385599277448","0,039394402119797"
1608,"0,066872746399895","0,024234629400598","0,168726399715524","0,039304197707679"
1609,"0,066563167399727","0,02405251480086","0,168699401547201","0,03941600152757"
1610,"0,06695945099782","0,023996546198032","0,177381199318916","0,039656799344812"
1611,"0,066762584999378","0,024105861998396","0,169180199736729","0,039615799323656"
1612,"0,067575997600216","0,02389119599975","0,17121699929703","0,039426200964954"
1613,"0,066176498802088","0,024087550397962","0,174053001683205","0,039867000305094"
1614,"0,068500741999014","0,024338600601186","0,173645200266037","0,046545601799153"
1615,"0,06742494499922","0,024812789000862","0,180451602500398","0,040922599146143"
1616,"0,068813636798586","0,024512006400619","0,191677398106549","0,03957240114687"
1617,"0,068670280800143","0,024616272399726","0,177891200291924","0,040953200368676"
1618,"0,068601834800211","0,024632083199686","0,181912598782219","0,049863000458572"
1619,"0,069240225599788","0,02494289559836","0,177323599928059","0,039606200880371"
1620,"0,069540488001076","0,024847311202029","0,177780800731853","0,039649201789871"
1621,"0,069084979599575","0,024929320400406","0,176738602749538","0,039560801815242"
1622,"0,069725316802214","0,024771420600882","0,18024779856205","0,041161198168993"
1623,"0,068967795399658","0,025020948998281","0,185551798494998","0,039645799552091"
1624,"0,070340183001827","0,02531846180209","0,182207999750972","0,040427196654491"
1625,"0,069575289798377","0,025013858398597","0,179930798185524","0,041526001587045"
1626,"0,069828652801516","0,025095864199102","0,180393201299012","0,045435599167831"
1627,"0,069156702399778","0,024647742199886","0,171599599707406","0,041392800631002"
1628,"0,070434256401495","0,025203411601251","0,178195400803816","0,039719398773741"
1629,"0,069908191000286","0,025227475201245","0,172426800418179","0,047810797696002"
1630,"0,069793118798407","0,025278832799813","0,172242798726074","0,03989380056737"
1631,"0,070207722003397","0,024971212599485","0,186950598435942","0,040054801502265"
1632,"0,070486391198938","0,025564235000638","0,187938599265181","0,039858401578385"
1633,"0,070422037602111","0,024916236799618","0,174476801475976","0,040279403037857"
1634,"0,070400608000637","0,025341632399068","0,180052600626368","0,040278201049659"
1635,"0,070808055001544","0,025237946597918","0,173531002656091","0,042019198008347"
1636,"0,069883998001751","0,024854084200342","0,178082597267348","0,04661180137191"
1637,"0,070254952000687","0,025545346598665","0,185418598994147","0,040079400059767"
1638,"0,07088880299998","0,025663607001479","0,183716799074318","0,04034040030092"
1639,"0,071158910401573","0,025615062999714","0,182482200034428","0,040285800059792"
1640,"0,070141257999058","0,025686143399798","0,184191000880674","0,040464599442203"
1641,"0,071223317201657","0,025542305401177","0,180030000046827","0,040298998646904"
1642,"0,071067211001355","0,025701886600291","0,188289402285591","0,040342399734072"
1643,"0,071762590999424","0,02563079319807","0,190287199802697","0,040623598033562"
1644,"0,071434960799525","0,025703615399834","0,191452600120101","0,043187402479816"
1645,"0,071814255598292","0,025656629999867","0,191125000128522","0,040535400330555"
1646,"0,071600996999769","0,025576834798267","0,182577200757805","0,047595001524314"
1647,"0,071761879602855","0,025697326997761","0,187359398114495","0,04031760036014"
1648,"0,070872381399386","0,025731059000827","0,186324599781074","0,040681000973564"
1649,"0,071313765601372","0,02581835820165","0,178328598849475","0,043989598634653"
1650,"0,070665610198921","0,025813832398853","0,187762003042735","0,040704596904107"
1651,"0,072293439402711","0,025786440601223","0,174518598942086","0,044983199040871"
1652,"0,071777610799472","0,02619920699799","0,185140999383293","0,04096899938304"
1653,"0,072790685597283","0,02596322879981","0,18163319764426","0,040772200736683"
1654,"0,071842243800347","0,025991838402115","0,1820976001909","0,040696799987927"
1655,"0,076583528002084","0,025945424397651","0,181879200681578","0,048692798009142"
1656,"0,072348924001562","0,025932242601994","0,187281600665301","0,040830999205355"
1657,"0,073033576799207","0,025552784798492","0,183090998325497","0,049042800674215"
1658,"0,071677684600581","0,026064574600605","0,183034202200361","0,04088140121894"
1659,"0,072880050599633","0,026127599002211","0,174641799821984","0,047749601071701"
1660,"0,072454338398529","0,025667288401746","0,186353798198979","0,049162599316333"
1661,"0,073358301198459","0,026128599199001","0,185800601320807","0,041007797699422"
1662,"0,076138098401134","0,026054671601742","0,182554600178264","0,044295200495981"
1663,"0,071960002201377","0,025812329999462","0,182624398439657","0,040768999315333"
1664,"0,072785634199681","0,026086172998475","0,176073997863568","0,040761200943962"
1665,"0,072643712200807","0,026154298198526","0,192022600094788","0,04299199936213"
1666,"0,072807999400538","0,026340215999517","0,195864398847334","0,041246399632655"
1667,"0,073213100800058","0,026465103999362","0,184483600605745","0,047975200868677"
1668,"0,072845503401186","0,026604868401773","0,20077460212633","0,042460601252969"
1669,"0,074274526398222","0,026390482600255","0,185378998867236","0,041053201130126"
1670,"0,073513086998719","0,026229691201297","0,177652800630312","0,043116198503412"
1671,"0,073144065799716","0,026367917201424","0,20081579714315","0,043061999895144"
1672,"0,07297419020033","0,026111480400141","0,176047602144536","0,042532199586276"
1673,"0,074044586200034","0,026823022999452","0,184395002725068","0,045642798068002"
1674,"0,074354959998163","0,026379825199547","0,185952801257372","0,041315001726616"
1675,"0,076925061400107","0,026226304400188","0,184337800601497","0,041412199789193"
1676,"0,074764488400251","0,026525134399708","0,184611398435663","0,041378200694453"
1677,"0,074436965199129","0,026846168802877","0,181547598913312","0,048371197772212"
1678,"0,07346935379901","0,02616138500016","0,180190600804053","0,041617800889071"
1679,"0,073876622397802","0,026428021000174","0,187067598744761","0,043267600995023"
1680,"0,074524879001547","0,026353585600737","0,180098600685596","0,041616402450018"
1681,"0,074692265398335","0,026498231203004","0,197118200594559","0,041775799763855"
1682,"0,077589887601789","0,02688894939929","0,178219599183649","0,054263399215415"
1683,"0,075020651999512","0,027263322997897","0,186283001676202","0,041557801887393"
1684,"0,073905916999502","0,027049801000976","0,189162598690018","0,042831800237764"
1685,"0,074788356399222","0,026799403798941","0,188118402729742","0,041471200529486"
1686,"0,075403919398377","0,027203866397031","0,192586598859634","0,051643801270984"
1687,"0,075234039001225","0,026549810997676","0,189349800348282","0,041518600482959"
1688,"0,074605580799107","0,026711610201164","0,195571400399786","0,043472801917233"
1689,"0,075695493600506","0,027166910599044","0,198804000683595","0,041823800711427"
1690,"0,075847093599441","0,027026848998503","0,189490600314457","0,041601200064179"
1691,"0,075941312800569","0,027145888801897","0,179970599128865","0,041637998947408"
1692,"0,075359047799429","0,027252151200082","0,191781597095542","0,041936199704651"
1693,"0,076325744199858","0,027256996801589","0,189334800234064","0,041780798346736"
1694,"0,076134200199158","0,027114948199596","0,185991199396085","0,042778799252119"
1695,"0,076390136800183","0,027340047401958","0,178864598274231","0,050315601401962"
1696,"0,076574180999887","0,027562346997729","0,188119801168796","0,041977998625953"
1697,"0,076223064601072","0,026810748198477","0,181854798574932","0,042231800034642"
1698,"0,075766637599736","0,027185500599444","0,189352202869486","0,050805602222681"
1699,"0,075920985998528","0,027456594201794","0,186048398609273","0,041909399442375"
1700,"0,076657496800181","0,02737969320151","0,202743802219629","0,049318598757964"
1701,"0,076565465400927","0,027029243999277","0,195555201207753","0,041976597276516"
1702,"0,081204078000155","0,027205049598706","0,190828999620862","0,044139800593257"
1703,"0,076223799800209","0,027003221600899","0,190599601774011","0,049716200737748"
1704,"0,07694635620137","0,027238135998778","0,183907999598887","0,042512001527939"
1705,"0,076794022199465","0,027341824400355","0,189261001651175","0,042157001735177"
1706,"0,076857536598982","0,027434501796961","0,182332197437063","0,042074399243575"
1707,"0,076735478600313","0,027519296799437","0,191251201613341","0,042527000186965"
1708,"0,077735958398262","0,027576506999321","0,189422800031025","0,042507800390013"
1709,"0,081030997799826","0,027667035203194","0,211226601095404","0,042675803706516"
1710,"0,07761394840054","0,027880278199155","0,194812400150113","0,042133398528677"
1711,"0,077943426600541","0,027774469398719","0,187754599028267","0,051693600835279"
1712,"0,077349782998499","0,027845842002716","0,192527200852055","0,050357599684503"
1713,"0,077693878000719","0,027975838798739","0,196274000336416","0,042636001307983"
1714,"0,077569406799739","0,027415912800643","0,197710399515927","0,042453200148884"
1715,"0,077645537401259","0,027703183198173","0,18970880046254","0,042548001511023"
1716,"0,077445307400194","0,028070958796889","0,194418999308255","0,042642001062632"
1717,"0,078479341398634","0,027801755801193","0,197738400311209","0,042474002111703"
1718,"0,078396434000752","0,028073491000396","0,189601199235767","0,042767400736921"
1719,"0,078641533400514","0,028059886799019","0,190155001473613","0,047413000720553"
1720,"0,078516533800575","0,027786680399731","0,191459000052419","0,042743598169182"
1721,"0,081090985001356","0,027796500202385","0,185687800694723","0,042945599125233"
1722,"0,077759560798586","0,027834616598557","0,184876999992412","0,042680400656536"
1723,"0,081137899997702","0,028481171198655","0,192288598918822","0,042595401464496"
1724,"0,077947403000144","0,027944619799382","0,202264399558771","0,049577200843487"
1725,"0,078308406598808","0,027960807400814","0,189831401803531","0,042611399840098"
1726,"0,079323288398155","0,028404755800148","0,191085999540519","0,042615397251211"
1727,"0,078975611997885","0,027799801001675","0,184451998211443","0,042486400343478"
1728,"0,079088412201963","0,029140624200227","0,194888000260107","0,042763400415424"
1729,"0,079614356800448","0,030479628597095","0,202156200248282","0,043093803105876"
1730,"0,079583125801582","0,028542490002292","0,19811960082734","0,042953199590556"
1731,"0,07979764600168","0,028423403800116","0,184434599941596","0,050607799494173"
1732,"0,079690945999755","0,028025502001401","0,19413039990468","0,052833602239844"
1733,"0,079002516999026","0,028160837200994","0,184793998778332","0,048307201359421"
1734,"0,079554297801224","0,027873111798545","0,196595200395677","0,043182400986552"
1735,"0,079171444402891","0,028564442999777","0,185993600462098","0,042947799374815"
1736,"0,07974105720059","0,028123548999429","0,186797200876754","0,050307200581301"
1737,"0,079097256199748","0,028278123799828","0,186891600606032","0,04312140372349"
1738,"0,079544090399577","0,028413069798262","0,188035600876901","0,052904401673004"
1739,"0,079265108400432","0,028741725198052","0,208096599089913","0,043656599882525"
1740,"0,08078275359876","0,028985205401841","0,197469998965971","0,052585796220228"
1741,"0,080810362599732","0,030978825001512","0,196730199968442","0,051882601110265"
1742,"0,07993247879931","0,028672571601055","0,187178398482502","0,043083398486488"
1743,"0,080811544398603","0,028805213399755","0,193914400006179","0,050602199917194"
1744,"0,080630063201534","0,028577481200046","0,187239999650046","0,045022800622974"
1745,"0,080958937999094","0,02833242300112","0,188506800623145","0,043705402640626"
1746,"0,081330875799176","0,029027712998504","0,18640219932422","0,050744398322422"
1747,"0,081282057399221","0,02902818260045","0,199136800074484","0,043577200267464"
1748,"0,084113913198235","0,028572062800231","0,188335600250866","0,061835601809435"
1749,"0,080728717398597","0,028389697600505","0,195940599951427","0,043933601409663"
1750,"0,080726218002383","0,032621647800261","0,196860400319565","0,043419199937489"
1751,"0,080335750800441","0,029016980397864","0,207621602748986","0,043383198499214"
1752,"0,081409720599186","0,02875489200087","0,190659600775689","0,050415200530551"
1753,"0,081311592400016","0,029077529601636","0,18805020081345","0,050721599836834"
1754,"0,081682482401084","0,028959632801707","0,188420197810046","0,045055600639898"
1755,"0,081385561398929","0,02896440460172","0,199294401681982","0,043595797615126"
1756,"0,0816084717997","0,029812714201398","0,186202200711705","0,044972001342103"
1757,"0,085382593800023","0,029441596397373","0,190968399692792","0,050935600302182"
1758,"0,081731645998661","0,028788768601953","0,195030398026574","0,043730199104175"
1759,"0,081517329599592","0,028999095199106","0,204202801978681","0,043762399582192"
1760,"0,081947354199656","0,029262406199996","0,193635198229458","0,045669398969039"
1761,"0,082823488398572","0,029276166199998","0,195616799464915","0,043702199764084"
1762,"0,082203048402153","0,029643098197994","0,196640400099568","0,043678599467967"
1763,"0,082788938800513","0,029908671601152","0,199056600104086","0,051050398906227"
1764,"0,081811104598455","0,029253150998557","0,198003601690289","0,045415200293064"
1765,"0,082378530400456","0,029358998801035","0,19131059962092","0,051086398889311"
1766,"0,082719322400226","0,029767793598876","0,188387201342266","0,054127600742504"
1767,"0,082525123201776","0,029257719800808","0,199932800023817","0,047289600479417"
1768,"0,082385879602225","0,031554644399148","0,206047199026216","0,045285798842087"
1769,"0,082470909801487","0,02934247640078","0,197054000454955","0,044415800948627"
1770,"0,082399832799274","0,029751484800363","0,196924997726455","0,047419799375348"
1771,"0,082356583597721","0,030094981200819","0,214627002424095","0,044360799074639"
1772,"0,083231489399623","0,029996904601285","0,196596201567445","0,044367200462148"
1773,"0,083583549399918","0,029828345800343","0,204080797266215","0,051471199549269"
1774,"0,083685068198247","0,029394131799927","0,195874203927815","0,047401001211256"
1775,"0,086163208600192","0,029907752198051","0,205600800109096","0,044475799950305"
1776,"0,0834625227988","0,030120055198495","0,198288199317176","0,044538799556904"
1777,"0,083681187800539","0,029639502597274","0,197829399257898","0,044700999569614"
1778,"0,083115662597993","0,029665509599727","0,193072599358857","0,04468240076676"
1779,"0,082956456199463","0,029923375000362","0,193262999528088","0,047539798833896"
1780,"0,083913062002102","0,029826521201176","0,191146999713965","0,044215799425729"
1781,"0,083915487598279","0,029736266202235","0,203911401331425","0,046058799489401"
1782,"0,084448442001303","0,029337964001752","0,198499600810465","0,044337200233713"
1783,"0,084558011800982","0,030060361600772","0,197715200192761","0,044638400140684"
1784,"0,084564748199773","0,030222357998719","0,201142200967297","0,044392600830179"
1785,"0,084737324001617","0,029838908999227","0,207808200502768","0,044576599611901"
1786,"0,087375033798162","0,030050712599768","0,208486799965613","0,044923601672053"
1787,"0,084003583801678","0,030084215199167","0,192777399206534","0,044789399544243"
1788,"0,083706980400893","0,03038955500233","0,194522600213531","0,044940398947802"
1789,"0,084193165799661","0,030630605197803","0,193106800725218","0,044645799789578"
1790,"0,084563530601736","0,030285629798891","0,202098001318518","0,044491798325908"
1791,"0,085516312198888","0,030248666398984","0,201440400269348","0,046671400195919"
